task_id,title,description,category,priority,assignee,created_date,deadline,estimated_hours
443,Requesting new option for notifications ,Requesting new option for notifications during peak load,Feature Request,Medium,neha,2025-09-22,2025-10-05,7.8
444,Deployment task affecting search during ,Deployment task affecting search during monthly,DevOps,Medium,neha,2025-05-29,2025-06-07,1.1
445,Improve accessibility of reporting form ,Improve accessibility of reporting form fields,Feature Request,Medium,rohan,2025-04-06,2025-04-15,4.7
446,"No rush, but need to review the issue ex","No rush, but need to review the issue explaining payment setup",Documentation,Low,sneha,2025-08-04,2025-08-25,7.8
447,"No rush, but update API docs for the pay","No rush, but update API docs for the payment endpoint",Feature Request,Low,rohan,2025-04-03,2025-04-23,6.6
448,Write unit tests for notifications modul,Write unit tests for notifications module,Testing,Medium,sneha,2025-01-18,2025-01-28,7.8
449,Blocking release — deployment ticket aff,Blocking release — deployment ticket affecting user profile during signup,DevOps,Urgent,neha,2025-03-23,2025-03-24,9.0
450,High priority: add caching layer to auth,High priority: add caching layer to auth API,Backend,High,priya,2025-04-22,2025-04-26,7.0
451,High priority: set up CI/CD pipeline for,High priority: set up CI/CD pipeline for notifications service,Backend,High,neha,2025-10-25,2025-11-01,6.9
452,Optimize database query for user profile,Optimize database query for user profile table,Backend,Medium,rohan,2025-01-31,2025-02-09,5.8
453,"When possible, deployment ticket affecti","When possible, deployment ticket affecting payment during monthly",DevOps,Medium,neha,2025-06-27,2025-07-09,1.9
454,Add notification system for multiple eve,Add notification system for multiple events,Feature Request,Low,rohan,2025-08-13,2025-09-05,10.3
455,Refactor user profile service to reduce ,Refactor user profile service to reduce latency during mobile,Backend,High,arjun,2025-10-11,2025-10-16,4.8
456,"When possible, add caching layer to sear","When possible, add caching layer to search API",Backend,Medium,vikram,2025-04-05,2025-04-14,8.1
457,QA found problem in search during checko,QA found problem in search during checkout,Testing,Medium,neha,2025-04-08,2025-04-21,9.6
458,High priority: fix alignment issue on se,High priority: fix alignment issue on search page for mobile screen size,UI/UX,High,priya,2025-02-04,2025-02-08,3.3
459,Time-sensitive — implement export to CSV,Time-sensitive — implement export to CSV for admin reports,Feature Request,High,vikram,2025-09-08,2025-09-16,3.5
460,Set up CI/CD pipeline for user profile s,Set up CI/CD pipeline for user profile service,DevOps,High,sneha,2025-09-09,2025-09-13,3.9
461,Time-sensitive — increase test coverage ,Time-sensitive — increase test coverage for auth edge cases,DevOps,High,neha,2025-09-28,2025-10-02,11.6
462,Application crashes when checkout is cli,Application crashes when checkout is clicked on the reporting page,Bug,Urgent,vikram,2025-04-08,2025-04-10,2.3
463,"When possible, fix broken deployment on ","When possible, fix broken deployment on mobile server",DevOps,Medium,arjun,2025-08-23,2025-09-04,13.0
464,Time-sensitive — please handle the probl,Time-sensitive — please handle the problem to support reporting customization,Feature Request,High,vikram,2025-06-30,2025-07-06,5.8
465,Need to investigate the case explaining ,Need to investigate the case explaining auth setup,Documentation,Medium,priya,2025-10-16,2025-10-29,6.1
466,High priority: improve accessibility of ,High priority: improve accessibility of admin form fields,UI/UX,High,priya,2025-01-09,2025-01-17,9.3
467,Write onboarding guide for notifications,Write onboarding guide for notifications module,Documentation,Low,vikram,2025-05-22,2025-06-14,5.3
468,High priority: server-side payment logic,High priority: server-side payment logic fails under checkout,Backend,High,priya,2025-10-26,2025-10-31,10.4
469,Update API docs for the admin endpoint,Update API docs for the admin endpoint,Documentation,Medium,neha,2025-03-30,2025-04-11,3.3
470,Set up CI/CD pipeline for auth service,Set up CI/CD pipeline for auth service,DevOps,High,rohan,2025-02-10,2025-02-14,12.7
471,Need to update the case explaining notif,Need to update the case explaining notifications setup,Documentation,High,arjun,2025-01-06,2025-01-13,3.5
472,Document deployment steps for mobile env,Document deployment steps for mobile environment,Documentation,Medium,vikram,2025-07-21,2025-08-02,13.0
473,High priority: refactor search service t,High priority: refactor search service to reduce latency during peak load,Backend,High,sneha,2025-01-26,2025-02-03,3.5
474,Whenever convenient — docs missing for n,Whenever convenient — docs missing for notifications configuration under peak load,Documentation,Low,priya,2025-07-22,2025-08-14,4.0
475,Server-side user profile logic fails und,Server-side user profile logic fails under checkout,Backend,High,arjun,2025-10-22,2025-10-26,2.0
476,High priority: configure auto-scaling fo,High priority: configure auto-scaling for user profile during peak multiple,DevOps,High,vikram,2025-03-28,2025-04-03,2.6
477,Need to address the issue around user pr,Need to address the issue around user profile test failures,Testing,Urgent,neha,2025-07-11,2025-07-13,4.9
478,Write unit tests for reporting module,Write unit tests for reporting module,Testing,Low,rohan,2025-06-25,2025-07-14,6.0
479,Improve accessibility of auth form field,Improve accessibility of auth form fields,UI/UX,Medium,sneha,2025-03-14,2025-03-23,9.9
480,Blocking release — server-side search lo,Blocking release — server-side search logic fails under submit button,DevOps,Urgent,neha,2025-02-04,2025-02-08,4.2
481,Document deployment steps for monthly en,Document deployment steps for monthly environment,Documentation,Medium,vikram,2025-04-29,2025-05-11,6.6
482,"No rush, but configure auto-scaling for ","No rush, but configure auto-scaling for notifications during peak peak load",DevOps,Low,priya,2025-01-12,2025-01-31,5.7
483,Need to check the issue affecting auth p,Need to check the issue affecting auth performance,Backend,Medium,vikram,2025-06-04,2025-06-14,7.2
484,Document deployment steps for peak load ,Document deployment steps for peak load environment,Documentation,Medium,neha,2025-06-24,2025-07-06,2.9
485,Low priority — add notification system f,Low priority — add notification system for mobile events,Feature Request,Low,rohan,2025-06-09,2025-07-02,3.2
486,"When possible, fix alignment issue on us","When possible, fix alignment issue on user profile page for signup screen size",UI/UX,Medium,sneha,2025-09-26,2025-10-06,2.9
487,Whenever convenient — qA found request i,Whenever convenient — qA found request in search during checkout,Testing,Low,neha,2025-06-12,2025-07-02,11.2
488,Data not saving correctly when peak load,Data not saving correctly when peak load is submitted,Bug,Urgent,priya,2025-05-21,2025-05-23,12.8
489,Application crashes when monthly is clic,Application crashes when monthly is clicked on the reporting page,Bug,Medium,rohan,2025-04-29,2025-05-08,3.1
490,High priority: data not saving correctly,High priority: data not saving correctly when checkout is submitted,Bug,High,priya,2025-09-09,2025-09-16,3.2
491,Add dark mode support to the notificatio,Add dark mode support to the notifications page,Feature Request,Low,arjun,2025-04-14,2025-05-04,7.9
492,Please prioritize — add notification sys,Please prioritize — add notification system for monthly events,Feature Request,High,arjun,2025-08-07,2025-08-14,13.7
493,Need to investigate the request affectin,Need to investigate the request affecting search performance,Backend,High,neha,2025-10-02,2025-10-10,15.7
494,Deployment case affecting admin during s,Deployment case affecting admin during submit button,DevOps,Urgent,vikram,2025-05-06,2025-05-11,3.0
495,ASAP — redesign the admin dashboard for ,ASAP — redesign the admin dashboard for better readability,UI/UX,Urgent,priya,2025-05-27,2025-05-31,3.6
496,Redesign the reporting dashboard for bet,Redesign the reporting dashboard for better readability,UI/UX,Medium,priya,2025-09-14,2025-09-23,6.2
497,QA found item in admin during checkout,QA found item in admin during checkout,Testing,Medium,arjun,2025-04-14,2025-04-26,6.4
498,"No rush, but write onboarding guide for ","No rush, but write onboarding guide for auth module",Documentation,Low,neha,2025-02-13,2025-03-08,4.3
499,High priority: visual inconsistency on u,High priority: visual inconsistency on user profile during mobile,UI/UX,High,priya,2025-10-17,2025-10-22,2.5
500,Write unit tests for search module,Write unit tests for search module,Testing,Low,priya,2025-04-03,2025-04-22,4.9
501,Low priority — allow users to filter adm,Low priority — allow users to filter admin by submit button,Feature Request,Low,priya,2025-09-10,2025-09-30,15.7
502,High priority: need to update the reques,High priority: need to update the request affecting admin performance,Backend,High,neha,2025-05-23,2025-05-31,3.3
503,High priority: refactor user profile ser,High priority: refactor user profile service to reduce latency during submit button,Backend,High,vikram,2025-01-17,2025-01-25,5.9
504,"No rush, but update API docs for the pay","No rush, but update API docs for the payment endpoint",Documentation,Low,priya,2025-10-21,2025-11-13,22.6
505,Please prioritize — improve accessibilit,Please prioritize — improve accessibility of payment form fields,UI/UX,High,arjun,2025-08-07,2025-08-15,3.2
506,Whenever convenient — update API docs fo,Whenever convenient — update API docs for the notifications endpoint,Documentation,Low,arjun,2025-04-18,2025-05-11,8.1
507,Time-sensitive — unexpected behavior in ,Time-sensitive — unexpected behavior in payment when using mobile,Bug,High,vikram,2025-06-12,2025-06-18,16.1
508,Add caching layer to reporting API,Add caching layer to reporting API,Backend,Urgent,priya,2025-04-03,2025-04-08,7.7
509,Fix broken deployment on submit button s,Fix broken deployment on submit button server,DevOps,Medium,sneha,2025-04-17,2025-04-30,10.6
510,Whenever convenient — improve accessibil,Whenever convenient — improve accessibility of notifications form fields,UI/UX,Low,rohan,2025-02-04,2025-02-25,8.9
511,Time-sensitive — optimize database query,Time-sensitive — optimize database query for auth table,Backend,High,priya,2025-01-15,2025-01-20,7.2
512,Need to fix the problem explaining notif,Need to fix the problem explaining notifications setup,Documentation,Medium,sneha,2025-10-02,2025-10-13,12.5
513,Write unit tests for reporting module,Write unit tests for reporting module,Testing,High,priya,2025-10-02,2025-10-06,8.0
514,Please prioritize — add caching layer to,Please prioritize — add caching layer to user profile API,Backend,High,vikram,2025-03-26,2025-04-03,4.4
515,Redesign the notifications dashboard for,Redesign the notifications dashboard for better readability,UI/UX,Low,arjun,2025-05-20,2025-06-11,5.6
516,High priority: improve accessibility of ,High priority: improve accessibility of notifications form fields,UI/UX,High,arjun,2025-01-20,2025-01-25,6.6
517,Please review the item layout for user p,Please review the item layout for user profile,UI/UX,Medium,rohan,2025-09-26,2025-10-07,3.6
518,Add dark mode support to the reporting p,Add dark mode support to the reporting page,Feature Request,High,arjun,2025-09-25,2025-09-29,5.8
519,Docs missing for payment configuration u,Docs missing for payment configuration under monthly,Documentation,High,vikram,2025-06-09,2025-06-13,5.2
520,Fix flaky integration test in user profi,Fix flaky integration test in user profile during multiple,Testing,Medium,priya,2025-03-02,2025-03-13,7.9
521,Whenever convenient — add dark mode supp,Whenever convenient — add dark mode support to the reporting page,Feature Request,Low,vikram,2025-03-14,2025-04-04,18.9
522,"No rush, but allow users to filter searc","No rush, but allow users to filter search by mobile",Feature Request,Low,sneha,2025-01-26,2025-02-14,6.0
523,"No rush, but data not saving correctly w","No rush, but data not saving correctly when checkout is submitted",Bug,Low,sneha,2025-10-01,2025-10-20,13.9
524,"No rush, but need to resolve the problem","No rush, but need to resolve the problem affecting admin performance",Backend,Low,vikram,2025-04-25,2025-05-15,7.7
525,Need to handle the case explaining auth ,Need to handle the case explaining auth setup,Documentation,High,arjun,2025-09-07,2025-09-11,5.8
526,Please check the item layout for notific,Please check the item layout for notifications,UI/UX,Low,arjun,2025-03-07,2025-03-30,3.5
527,Please prioritize — redesign the reporti,Please prioritize — redesign the reporting dashboard for better readability,UI/UX,High,vikram,2025-07-31,2025-08-05,5.8
528,Add notification system for peak load ev,Add notification system for peak load events,Feature Request,Medium,rohan,2025-08-11,2025-08-24,5.5
529,Refactor auth service to reduce latency ,Refactor auth service to reduce latency during signup,Backend,High,vikram,2025-09-07,2025-09-11,2.7
530,Server-side notifications logic fails un,Server-side notifications logic fails under submit button,DevOps,Medium,sneha,2025-07-14,2025-07-25,3.1
531,Set up CI/CD pipeline for notifications ,Set up CI/CD pipeline for notifications service,DevOps,High,neha,2025-01-01,2025-01-06,6.6
532,Allow users to filter reporting by peak ,Allow users to filter reporting by peak load,Feature Request,Medium,neha,2025-06-05,2025-06-17,13.8
533,Blocking release — docs missing for repo,Blocking release — docs missing for reporting configuration under submit button,Feature Request,Urgent,rohan,2025-01-01,2025-01-06,4.7
534,Blocking release — users report user pro,Blocking release — users report user profile stops responding during submit button,Bug,Urgent,sneha,2025-07-27,2025-07-31,1.2
535,Refactor user profile service to reduce ,Refactor user profile service to reduce latency during peak load,Backend,Medium,neha,2025-03-20,2025-03-31,2.0
536,Add dark mode support to the payment pag,Add dark mode support to the payment page,Feature Request,Low,priya,2025-03-11,2025-03-30,8.3
537,ASAP — please investigate the request re,ASAP — please investigate the request related to auth infrastructure,DevOps,Urgent,rohan,2025-08-19,2025-08-23,1.5
538,Please address the case to support repor,Please address the case to support reporting customization,Feature Request,Low,vikram,2025-05-18,2025-06-09,9.2
539,"When possible, optimize database query f","When possible, optimize database query for admin table",Backend,Medium,sneha,2025-09-27,2025-10-08,8.0
540,Server-side user profile logic fails und,Server-side user profile logic fails under submit button,Backend,Low,vikram,2025-02-09,2025-03-04,4.6
541,Document deployment steps for mobile env,Document deployment steps for mobile environment,Documentation,Medium,rohan,2025-06-19,2025-07-01,2.8
542,Fix flaky integration test in auth durin,Fix flaky integration test in auth during submit button,Testing,Medium,priya,2025-08-31,2025-09-13,4.1
543,Low priority — add caching layer to auth,Low priority — add caching layer to auth API,Backend,Low,priya,2025-05-23,2025-06-13,6.5
544,"When possible, add caching layer to auth","When possible, add caching layer to auth API",Backend,Medium,priya,2025-08-17,2025-08-28,1.6
545,Write onboarding guide for user profile ,Write onboarding guide for user profile module,Documentation,Medium,sneha,2025-03-20,2025-04-01,12.9
546,Need to check the task around auth test ,Need to check the task around auth test failures,DevOps,Medium,priya,2025-03-01,2025-03-10,6.4
547,Improve accessibility of auth form field,Improve accessibility of auth form fields,UI/UX,Medium,sneha,2025-03-16,2025-03-29,7.0
548,Users report admin stops responding duri,Users report admin stops responding during peak load,Bug,Medium,sneha,2025-09-30,2025-10-11,7.9
549,ASAP — add caching layer to search API,ASAP — add caching layer to search API,Backend,Urgent,priya,2025-05-04,2025-05-09,12.1
550,Refactor reporting service to reduce lat,Refactor reporting service to reduce latency during multiple,DevOps,Medium,neha,2025-09-26,2025-10-05,5.8
551,Improve accessibility of user profile fo,Improve accessibility of user profile form fields,UI/UX,Medium,neha,2025-04-22,2025-05-05,8.3
552,Time-sensitive — application crashes whe,Time-sensitive — application crashes when submit button is clicked on the notifications page,Bug,High,neha,2025-04-05,2025-04-09,2.8
553,Add notification system for signup event,Add notification system for signup events,Feature Request,Low,priya,2025-06-15,2025-07-06,15.7
554,"No rush, but write unit tests for admin ","No rush, but write unit tests for admin module",Testing,Low,priya,2025-02-05,2025-02-27,5.5
555,Need to investigate the task affecting u,Need to investigate the task affecting user profile performance,Backend,Medium,arjun,2025-05-13,2025-05-22,2.8
556,Unexpected behavior in notifications whe,Unexpected behavior in notifications when using multiple,Bug,Low,neha,2025-01-01,2025-01-20,3.5
557,Improve accessibility of reporting form ,Improve accessibility of reporting form fields,UI/UX,Medium,sneha,2025-09-02,2025-09-14,0.7
558,Write unit tests for user profile module,Write unit tests for user profile module,Testing,High,vikram,2025-09-04,2025-09-08,3.4
559,URGENT: add caching layer to auth API,URGENT: add caching layer to auth API,Backend,Urgent,sneha,2025-06-24,2025-06-25,0.3
560,Please prioritize — fix flaky integratio,Please prioritize — fix flaky integration test in reporting during checkout,Testing,High,sneha,2025-02-24,2025-03-02,8.7
561,Critical — data not saving correctly whe,Critical — data not saving correctly when signup is submitted,Bug,Urgent,neha,2025-02-02,2025-02-07,6.8
562,Whenever convenient — need to handle the,Whenever convenient — need to handle the issue explaining payment setup,Feature Request,Low,sneha,2025-04-19,2025-05-12,2.1
563,Critical — deployment issue affecting au,Critical — deployment issue affecting auth during checkout,DevOps,Urgent,vikram,2025-01-10,2025-01-14,4.8
564,Unexpected behavior in payment when usin,Unexpected behavior in payment when using checkout,Bug,Medium,vikram,2025-02-19,2025-03-03,5.0
565,Time-sensitive — add dark mode support t,Time-sensitive — add dark mode support to the notifications page,Feature Request,High,rohan,2025-04-14,2025-04-21,1.7
566,Need to check the item around payment te,Need to check the item around payment test failures,Testing,High,priya,2025-01-24,2025-02-01,4.2
567,Whenever convenient — document deploymen,Whenever convenient — document deployment steps for checkout environment,Documentation,Low,arjun,2025-05-05,2025-05-28,5.1
568,Requesting new option for admin during m,Requesting new option for admin during mobile,Feature Request,Low,arjun,2025-01-04,2025-01-24,4.1
569,High priority: configure auto-scaling fo,High priority: configure auto-scaling for auth during peak peak load,DevOps,High,sneha,2025-09-25,2025-10-02,2.8
570,High priority: please check the problem ,High priority: please check the problem to support payment customization,Feature Request,High,sneha,2025-06-04,2025-06-10,2.0
571,Time-sensitive — login fails with error ,Time-sensitive — login fails with error 500 after submit button attempts,Bug,High,rohan,2025-08-26,2025-08-31,4.0
572,"When possible, users report auth stops r","When possible, users report auth stops responding during checkout",Bug,Medium,rohan,2025-01-28,2025-02-08,3.1
573,Allow users to filter notifications by m,Allow users to filter notifications by mobile,Feature Request,Medium,arjun,2025-04-01,2025-04-11,7.6
574,Redesign the auth dashboard for better r,Redesign the auth dashboard for better readability,UI/UX,Medium,arjun,2025-06-16,2025-06-26,12.6
575,Write onboarding guide for admin module,Write onboarding guide for admin module,Feature Request,Low,priya,2025-01-28,2025-02-19,9.5
576,High priority: add notification system f,High priority: add notification system for checkout events,Feature Request,High,rohan,2025-05-19,2025-05-24,5.2
577,Please check the issue to support search,Please check the issue to support search customization,Feature Request,Low,priya,2025-03-29,2025-04-19,2.9
578,"When possible, docs missing for reportin","When possible, docs missing for reporting configuration under checkout",Documentation,Medium,sneha,2025-04-21,2025-05-04,9.3
579,"When possible, write unit tests for admi","When possible, write unit tests for admin module",Testing,Medium,arjun,2025-03-18,2025-03-31,7.9
580,ASAP — redesign the auth dashboard for b,ASAP — redesign the auth dashboard for better readability,UI/UX,Urgent,sneha,2025-02-20,2025-02-24,12.0
581,"No rush, but add dark mode support to th","No rush, but add dark mode support to the auth page",Feature Request,Low,sneha,2025-02-16,2025-03-07,5.8
582,Please fix the ticket related to reporti,Please fix the ticket related to reporting infrastructure,DevOps,Medium,rohan,2025-07-27,2025-08-06,15.2
583,Set up CI/CD pipeline for auth service,Set up CI/CD pipeline for auth service,DevOps,High,sneha,2025-01-17,2025-01-23,5.8
584,"When possible, qA found case in reportin","When possible, qA found case in reporting during mobile",Testing,Medium,neha,2025-01-29,2025-02-11,2.9
585,Please prioritize — update API docs for ,Please prioritize — update API docs for the search endpoint,Documentation,High,vikram,2025-10-14,2025-10-18,3.4
586,Critical — fix broken deployment on mult,Critical — fix broken deployment on multiple server,DevOps,Urgent,rohan,2025-04-26,2025-04-29,7.3
587,Need to update the item explaining payme,Need to update the item explaining payment setup,Documentation,Medium,neha,2025-03-04,2025-03-16,3.1
588,Time-sensitive — server-side admin logic,Time-sensitive — server-side admin logic fails under multiple,Backend,High,sneha,2025-02-03,2025-02-08,15.1
589,Whenever convenient — login fails with e,Whenever convenient — login fails with error 500 after multiple attempts,Bug,Low,vikram,2025-03-19,2025-04-08,6.9
590,"No rush, but please check the ticket rel","No rush, but please check the ticket related to reporting infrastructure",DevOps,Low,priya,2025-01-11,2025-02-01,5.1
591,Whenever convenient — users report notif,Whenever convenient — users report notifications stops responding during checkout,Bug,Low,vikram,2025-06-17,2025-07-09,5.5
592,Please prioritize — deployment request a,Please prioritize — deployment request affecting admin during peak load,DevOps,High,sneha,2025-05-14,2025-05-19,4.1
593,Update API docs for the search endpoint,Update API docs for the search endpoint,Documentation,Urgent,rohan,2025-03-24,2025-03-29,0.9
594,URGENT: requesting new option for auth d,URGENT: requesting new option for auth during signup,Feature Request,Urgent,sneha,2025-10-22,2025-10-24,3.4
595,"No rush, but write onboarding guide for ","No rush, but write onboarding guide for auth module",Documentation,Low,priya,2025-08-18,2025-09-10,13.9
596,Optimize database query for admin table,Optimize database query for admin table,Backend,Medium,rohan,2025-10-07,2025-10-20,5.9
597,ASAP — please check the case related to ,ASAP — please check the case related to notifications infrastructure,DevOps,Urgent,arjun,2025-02-27,2025-03-03,10.3
598,Add dark mode support to the payment pag,Add dark mode support to the payment page,Feature Request,Medium,arjun,2025-02-17,2025-02-28,10.4
599,Time-sensitive — server-side user profil,Time-sensitive — server-side user profile logic fails under mobile,Backend,High,sneha,2025-02-14,2025-02-22,4.9
600,Please fix the problem to support report,Please fix the problem to support reporting customization,Feature Request,Medium,sneha,2025-08-07,2025-08-18,8.0
601,Low priority — document deployment steps,Low priority — document deployment steps for multiple environment,Documentation,Low,sneha,2025-08-16,2025-09-07,1.0
602,Low priority — need to check the case ex,Low priority — need to check the case explaining admin setup,Documentation,Low,vikram,2025-06-05,2025-06-27,13.2
603,"No rush, but docs missing for admin conf","No rush, but docs missing for admin configuration under monthly",Documentation,Low,neha,2025-10-12,2025-11-03,12.5
604,High priority: refactor user profile ser,High priority: refactor user profile service to reduce latency during checkout,Backend,High,rohan,2025-06-04,2025-06-12,7.2
605,"When possible, please fix the task layou","When possible, please fix the task layout for payment",UI/UX,Medium,neha,2025-08-30,2025-09-08,6.1
606,Blocking release — please review the iss,Blocking release — please review the issue related to admin infrastructure,DevOps,Urgent,neha,2025-02-04,2025-02-09,4.9
607,"When possible, docs missing for notifica","When possible, docs missing for notifications configuration under peak load",Documentation,Medium,neha,2025-07-11,2025-07-24,11.1
608,Whenever convenient — add caching layer ,Whenever convenient — add caching layer to reporting API,Backend,Low,rohan,2025-03-25,2025-04-13,8.6
609,Low priority — document deployment steps,Low priority — document deployment steps for submit button environment,Documentation,Low,vikram,2025-04-04,2025-04-23,3.7
610,Whenever convenient — increase test cove,Whenever convenient — increase test coverage for search edge cases,Testing,Low,rohan,2025-10-01,2025-10-24,1.8
611,"No rush, but fix flaky integration test ","No rush, but fix flaky integration test in search during mobile",Testing,Low,priya,2025-03-25,2025-04-13,1.5
612,Implement export to CSV for reporting re,Implement export to CSV for reporting reports,Feature Request,Medium,sneha,2025-03-09,2025-03-18,11.0
613,"No rush, but document deployment steps f","No rush, but document deployment steps for checkout environment",Documentation,Low,neha,2025-06-05,2025-06-24,4.8
614,Low priority — fix flaky integration tes,Low priority — fix flaky integration test in auth during monthly,Testing,Low,neha,2025-02-10,2025-03-04,7.1
615,High priority: write unit tests for noti,High priority: write unit tests for notifications module,Testing,High,arjun,2025-09-20,2025-09-28,5.3
616,Low priority — improve accessibility of ,Low priority — improve accessibility of payment form fields,UI/UX,Low,priya,2025-04-16,2025-05-09,1.5
617,Add dark mode support to the user profil,Add dark mode support to the user profile page,Feature Request,Medium,vikram,2025-05-04,2025-05-17,1.1
618,"No rush, but need to review the problem ","No rush, but need to review the problem where payment breaks under monthly",Bug,Low,neha,2025-10-03,2025-10-22,3.5
619,Critical — need to address the item wher,Critical — need to address the item where auth breaks under monthly,Bug,Urgent,rohan,2025-02-24,2025-02-26,3.8
620,Visual inconsistency on admin during che,Visual inconsistency on admin during checkout,UI/UX,Medium,priya,2025-02-26,2025-03-11,3.8
621,High priority: improve accessibility of ,High priority: improve accessibility of auth form fields,UI/UX,High,neha,2025-08-22,2025-08-30,3.9
622,Need to investigate the item explaining ,Need to investigate the item explaining reporting setup,Documentation,Medium,neha,2025-02-05,2025-02-17,18.1
623,Whenever convenient — need to investigat,Whenever convenient — need to investigate the ticket explaining payment setup,Documentation,Low,sneha,2025-03-15,2025-04-06,10.1
624,Set up CI/CD pipeline for user profile s,Set up CI/CD pipeline for user profile service,DevOps,High,priya,2025-07-26,2025-07-30,6.0
625,Need to resolve the case around notifica,Need to resolve the case around notifications test failures,Testing,Medium,sneha,2025-07-24,2025-08-04,4.7
626,Please resolve the task related to repor,Please resolve the task related to reporting infrastructure,DevOps,High,sneha,2025-05-09,2025-05-16,4.9
627,"When possible, implement export to CSV f","When possible, implement export to CSV for payment reports",UI/UX,Medium,neha,2025-07-15,2025-07-28,8.4
628,Docs missing for payment configuration u,Docs missing for payment configuration under mobile,Documentation,Low,rohan,2025-08-27,2025-09-16,4.7
629,Deployment case affecting reporting duri,Deployment case affecting reporting during multiple,DevOps,High,arjun,2025-01-17,2025-01-24,9.5
630,"When possible, please fix the issue layo","When possible, please fix the issue layout for admin",UI/UX,Medium,sneha,2025-06-05,2025-06-15,6.5
631,Whenever convenient — please update the ,Whenever convenient — please update the request layout for notifications,UI/UX,Low,sneha,2025-10-04,2025-10-27,18.2
632,Fix alignment issue on payment page for ,Fix alignment issue on payment page for mobile screen size,UI/UX,Medium,rohan,2025-06-30,2025-07-11,4.5
633,Application crashes when checkout is cli,Application crashes when checkout is clicked on the notifications page,Bug,Low,arjun,2025-06-24,2025-07-16,10.6
634,Improve accessibility of search form fie,Improve accessibility of search form fields,UI/UX,Medium,rohan,2025-02-13,2025-02-22,2.0
635,Application crashes when mobile is click,Application crashes when mobile is clicked on the search page,Bug,Medium,arjun,2025-08-04,2025-08-15,3.0
636,Please prioritize — set up CI/CD pipelin,Please prioritize — set up CI/CD pipeline for admin service,DevOps,High,sneha,2025-04-16,2025-04-22,16.7
637,Add caching layer to reporting API,Add caching layer to reporting API,Backend,High,priya,2025-02-08,2025-02-16,9.2
638,Document deployment steps for mobile env,Document deployment steps for mobile environment,Documentation,Low,vikram,2025-10-24,2025-11-12,7.2
639,Low priority — docs missing for reportin,Low priority — docs missing for reporting configuration under monthly,Documentation,Low,rohan,2025-06-04,2025-06-27,21.3
640,Improve accessibility of admin form fiel,Improve accessibility of admin form fields,UI/UX,Medium,arjun,2025-10-08,2025-10-18,4.8
641,Fix broken deployment on mobile server,Fix broken deployment on mobile server,DevOps,Urgent,neha,2025-08-28,2025-08-31,10.6
642,Please prioritize — need to fix the requ,Please prioritize — need to fix the request affecting auth performance,Backend,High,sneha,2025-03-19,2025-03-25,11.2
643,Redesign the user profile dashboard for ,Redesign the user profile dashboard for better readability,UI/UX,Medium,priya,2025-05-12,2025-05-25,14.4
644,Fix alignment issue on payment page for ,Fix alignment issue on payment page for checkout screen size,UI/UX,Low,sneha,2025-10-14,2025-11-05,1.7
645,Blocking release — fix broken deployment,Blocking release — fix broken deployment on checkout server,DevOps,Urgent,neha,2025-04-01,2025-04-02,4.8
646,High priority: redesign the payment dash,High priority: redesign the payment dashboard for better readability,UI/UX,High,neha,2025-07-28,2025-08-03,6.4
647,URGENT: please check the task related to,URGENT: please check the task related to auth infrastructure,DevOps,Urgent,rohan,2025-10-25,2025-10-30,14.2
648,Fix alignment issue on payment page for ,Fix alignment issue on payment page for mobile screen size,UI/UX,High,priya,2025-05-01,2025-05-08,7.0
649,Implement export to CSV for admin report,Implement export to CSV for admin reports,UI/UX,Low,vikram,2025-02-27,2025-03-20,11.2
650,Fix alignment issue on notifications pag,Fix alignment issue on notifications page for multiple screen size,UI/UX,Medium,arjun,2025-01-11,2025-01-24,1.6
651,Please prioritize — write unit tests for,Please prioritize — write unit tests for notifications module,Testing,High,vikram,2025-07-05,2025-07-09,3.9
652,Need to investigate the item around paym,Need to investigate the item around payment test failures,Testing,Medium,neha,2025-03-24,2025-04-05,12.4
653,Please prioritize — need to resolve the ,Please prioritize — need to resolve the case explaining payment setup,Documentation,High,neha,2025-07-31,2025-08-06,4.4
654,Please prioritize — redesign the user pr,Please prioritize — redesign the user profile dashboard for better readability,UI/UX,High,sneha,2025-10-08,2025-10-14,5.1
655,Whenever convenient — set up CI/CD pipel,Whenever convenient — set up CI/CD pipeline for auth service,DevOps,Low,neha,2025-07-25,2025-08-14,14.1
656,Update API docs for the user profile end,Update API docs for the user profile endpoint,Documentation,Low,neha,2025-03-08,2025-03-31,2.4
657,Time-sensitive — improve accessibility o,Time-sensitive — improve accessibility of admin form fields,UI/UX,High,arjun,2025-05-25,2025-05-30,2.9
658,Please review the issue layout for notif,Please review the issue layout for notifications,UI/UX,Medium,sneha,2025-04-28,2025-05-07,1.4
659,Low priority — implement export to CSV f,Low priority — implement export to CSV for admin reports,Feature Request,Low,arjun,2025-03-29,2025-04-21,14.4
660,High priority: data not saving correctly,High priority: data not saving correctly when monthly is submitted,Bug,High,neha,2025-05-17,2025-05-23,10.0
661,"When possible, please review the case la","When possible, please review the case layout for user profile",UI/UX,Medium,priya,2025-04-03,2025-04-15,9.8
662,"When possible, memory leak detected in r","When possible, memory leak detected in reporting module during checkout",Bug,Medium,sneha,2025-02-13,2025-02-22,3.8
663,Please prioritize — requesting new optio,Please prioritize — requesting new option for auth during peak load,Feature Request,High,arjun,2025-05-12,2025-05-16,1.3
